transaction_id,property_id,buyer_entity_id,buyer_name,buyer_type,buyer_pan_hash,buyer_incorporation_age_days,seller_entity_id,seller_name,seller_pan_hash,fair_value,declared_value,cash_component_pct,holding_period_days,financing_type,is_ring_txn,aml_flag,pattern_types,buyer_txn_count,undervaluation_pct,value_deviation_pct,is_rapid_flip,is_shell_pattern,anomaly_score,in_detected_ring
706336,106336,1445,Amit Pillai,Individual,PAN001445,,17870,Rohan Iyer,PAN017870,35124482.0,35693948.0,0.0,1213,Bank Loan,0,0,none,1,-1.6212794255585037,1.6212794255585037,0,0,0.3965906100740949,0
706337,106337,27417,Anjali Singh,Individual,PAN027417,,27905,Ajay Patel,PAN027905,8159865.0,8131233.0,3.2,2805,NBFC Loan,0,1,none,1,0.3508881580761446,-0.3508881580761446,0,0,0.4037404802463088,0
706338,106338,2161,Sneha Desai,Individual,PAN002161,,8650,Pooja Nair,PAN008650,16444935.0,15553205.0,2.1,973,NBFC Loan,0,0,none,1,5.422520672778579,-5.422520672778579,0,0,0.41898033264458323,0
706339,106339,12352,Zenith Infra Pvt Ltd,Pvt Ltd Company,PAN012352,427.0,30320,Meera Verma,PAN030320,2694460.0,2560345.0,7.4,3422,Mixed,0,0,none,2,4.977435181817507,-4.977435181817507,0,0,0.5041181425995451,0
706340,106340,26866,Sneha Gupta,Individual,PAN026866,,12415,Sunrise Trading Pvt Ltd,PAN012415,6037951.0,6089475.0,3.6,2736,Bank Loan,0,0,none,1,-0.8533358419106084,0.8533358419106084,0,0,0.3754330360902823,0
706341,106341,23731,Zenith Infra LLP,LLP,PAN023731,2699.0,7896,Orbis Enterprises LLP,PAN007896,6395698.0,4375842.0,4.3,964,Bank Loan,0,1,undervaluation,1,31.581478675196983,-31.581478675196983,0,0,0.48793613777979855,0
706342,106342,7884,Meera Patel,Individual,PAN007884,,21794,Sunrise Ventures Pvt Ltd,PAN021794,20455821.0,20989323.0,3.7,2393,Self-funded,0,0,none,1,-2.608069360794661,2.608069360794661,0,0,0.4004917643443809,0
706343,106343,3076,Meridian Trading LLP,Partnership Firm,PAN003076,2951.0,13062,Pooja Pillai,PAN013062,2051542.0,2164359.0,0.0,2079,Bank Loan,0,0,none,1,-5.499131872513456,5.499131872513456,0,0,0.44667474860839457,0
706344,106344,479,Meera Verma,Individual,PAN000479,,16766,Divya Verma,PAN016766,11181026.0,11781127.0,1.8,1873,Bank Loan,0,0,none,1,-5.367137148236664,5.367137148236664,0,0,0.38377498184087894,0
706345,106345,9317,Amit Singh,Individual,PAN009317,,16145,Rohan Menon,PAN016145,6569272.0,7112204.0,2.0,2940,Bank Loan,0,0,none,1,-8.264720961470312,8.264720961470312,0,0,0.4122086913913849,0
706346,106346,32155,Pooja Patel,Individual,PAN032155,,569,Neha Joshi,PAN000569,4465690.0,4505483.0,2.0,2051,Self-funded,0,0,none,2,-0.8910829009626732,0.8910829009626732,0,0,0.43406573165089546,0
706347,106347,25736,Meera Joshi,NRI Individual,PAN025736,560.0,12812,Pooja Gupta,PAN012812,10804139.0,10170067.0,5.6,2143,Bank Loan,0,0,none,1,5.8687878784232606,-5.8687878784232606,0,0,0.42160040497478907,0
706348,106348,31027,Arjun Menon,Individual,PAN031027,,12291,Priya Kulkarni,PAN012291,15197331.0,15369030.0,5.0,508,Bank Loan,0,0,none,2,-1.1297970676561562,1.1297970676561562,0,0,0.42799022026329925,0
706349,106349,18336,Cascade Enterprises LLP,LLP,PAN018336,108.0,2622,Rohan Gupta,PAN002622,5527697.0,5587044.0,1.4,1038,Self-funded,0,1,shell_entity_buyer,1,-1.073629759373569,1.073629759373569,0,1,0.5642086527209784,0
706350,106350,7683,Arjun Desai,Individual,PAN007683,,2973,Summit Ventures LLP,PAN002973,4845251.0,4758684.0,3.7,1449,Self-funded,0,0,none,1,1.786636027731071,-1.786636027731071,0,0,0.40114870588613993,0
706351,106351,8279,Crestline Infra Pvt Ltd,Trust,PAN008279,3424.0,3981,Sunrise Infra LLP,PAN003981,5098954.0,5108061.0,3.7,570,Bank Loan,0,0,none,1,-0.178605259039403,0.178605259039403,0,0,0.4720279866292595,0
706352,106352,14817,Priya Reddy,Individual,PAN014817,,11950,Ajay Rao,PAN011950,8641600.0,9244295.0,2.8,61,Mixed,0,0,none,1,-6.974345028698389,6.974345028698389,1,0,0.511877626595488,0
706353,106353,7561,Zenith Realty LLP,Pvt Ltd Company,PAN007561,3975.0,27246,Arjun Pillai,PAN027246,48107701.0,49241880.0,3.0,1203,Bank Loan,0,0,none,1,-2.3575830406030005,2.3575830406030005,0,0,0.41817400588278186,0
706354,106354,21887,Pooja Singh,Individual,PAN021887,,8319,Neha Menon,PAN008319,7225093.0,7505405.0,1.2,1268,Self-funded,0,0,none,1,-3.879700925648985,3.879700925648985,0,0,0.41893128338752605,0
706355,106355,27411,Suresh Singh,Individual,PAN027411,,19122,Anjali Patel,PAN019122,6575777.0,6574504.0,2.1,2608,Mixed,0,0,none,1,0.0193589289904447,-0.0193589289904447,0,0,0.3954436345984661,0
706356,106356,1843,Sunrise Trading Pvt Ltd,Pvt Ltd Company,PAN001843,1689.0,3018,Suresh Singh,PAN003018,6448620.0,6469158.0,5.1,705,NBFC Loan,0,0,none,2,-0.3184867460014701,0.3184867460014701,0,0,0.48254171120008726,0
706357,106357,28985,Rohan Menon,Individual,PAN028985,,10926,Sneha Desai,PAN010926,5149009.0,5030635.0,3.2,1085,Bank Loan,0,0,none,2,2.298966655525364,-2.298966655525364,0,0,0.40586300859698,0
706358,106358,30723,Pinnacle Infra Pvt Ltd,Pvt Ltd Company,PAN030723,3447.0,28597,Arjun Menon,PAN028597,15154090.0,15248928.0,2.8,3069,Mixed,0,0,none,1,-0.62582444739341,0.62582444739341,0,0,0.4389929955392512,0
706359,106359,2323,Zenith Consultancy LLP,LLP,PAN002323,1359.0,830,Sunrise Infra LLP,PAN000830,9333093.0,8526632.0,1.9,3585,Self-funded,0,0,none,3,8.640876073987476,-8.640876073987476,0,0,0.5389516907999938,0
706360,106360,11468,Crestline Ventures Pvt Ltd,LLP,PAN011468,3323.0,21078,Rahul Menon,PAN021078,10955587.0,11404695.0,4.5,2093,Mixed,0,0,none,2,-4.09935131727766,4.09935131727766,0,0,0.44411394925239034,0
706361,106361,4831,Meera Sharma,Individual,PAN004831,,22170,Anjali Gupta,PAN022170,12617499.0,12336458.0,2.4,1535,Mixed,0,0,none,1,2.2273907055590016,-2.2273907055590016,0,0,0.3884925304574552,0
706362,106362,18458,Vikram Singh,Individual,PAN018458,,9916,Arjun Menon,PAN009916,49717771.0,48832221.0,0.5,2771,Bank Loan,0,0,none,2,1.7811538654860453,-1.7811538654860453,0,0,0.42435960517973026,0
706363,106363,6929,Karan Pillai,Individual,PAN006929,,7097,Divya Desai,PAN007097,9920226.0,10064778.0,4.6,1999,Self-funded,0,0,none,1,-1.4571442223191284,1.4571442223191284,0,0,0.40312721228286996,0
706364,106364,7265,Neha Rao,Individual,PAN007265,,26380,Ajay Singh,PAN026380,7587427.0,7614348.0,3.4,3333,Mixed,0,0,none,1,-0.3548106624287785,0.3548106624287785,0,0,0.3982796098708575,0
706365,106365,17840,Rahul Pillai,Individual,PAN017840,,21387,Suresh Gupta,PAN021387,2966928.0,3073292.0,1.2,1850,Mixed,0,0,none,1,-3.584987569634315,3.584987569634315,0,0,0.3989530084534615,0
706366,106366,14782,Arjun Kulkarni,Individual,PAN014782,,33894,Suresh Iyer,PAN033894,20707882.0,21983189.0,5.7,462,Bank Loan,0,0,none,1,-6.1585583692238535,6.1585583692238535,0,0,0.4190617438325544,0
706367,106367,22198,Divya Rao,Individual,PAN022198,,14728,Crestline Infra LLP,PAN014728,8590721.0,8311918.0,0.8,1378,Mixed,0,0,none,1,3.245396981231261,-3.245396981231261,0,0,0.40034029691826867,0
706368,106368,26802,Arjun Sharma,Individual,PAN026802,,25632,Novus Holdings Pvt Ltd,PAN025632,13953212.0,13587709.0,4.8,1635,Bank Loan,0,0,none,1,2.6194900500329243,-2.6194900500329243,0,0,0.3756270275145143,0
706369,106369,12738,Crestline Trading LLP,Partnership Firm,PAN012738,3723.0,26989,Suresh Singh,PAN026989,16385913.0,15656380.0,0.0,3597,Self-funded,0,0,none,1,4.452196224891466,-4.452196224891466,0,0,0.4814870947506091,0
706370,106370,23134,Meera Menon,Individual,PAN023134,,17208,Vikram Reddy,PAN017208,14271748.0,12631429.0,6.9,1086,NBFC Loan,0,0,none,1,11.493469475498026,-11.493469475498026,0,0,0.451187987839461,0
706371,106371,1526,Pooja Nair,Individual,PAN001526,,24893,Sunrise Consultancy Pvt Ltd,PAN024893,15267587.0,15694619.0,5.4,2085,NBFC Loan,0,1,none,2,-2.7969842254706,2.7969842254706,0,0,0.43475070643477237,0
706372,106372,6401,Meera Kulkarni,Individual,PAN006401,,9408,Vertex Holdings Pvt Ltd,PAN009408,8922399.0,9185687.0,2.7,1787,Mixed,0,0,none,1,-2.950865568778083,2.950865568778083,0,0,0.3907070394257152,0
706373,106373,20108,Crestline Holdings LLP,LLP,PAN020108,1227.0,22412,Pooja Nair,PAN022412,15648428.0,15441688.0,2.8,2000,Self-funded,0,1,none,1,1.321155070656299,-1.321155070656299,0,0,0.42421419925708737,0
706374,106374,9147,Kavya Menon,Individual,PAN009147,,19698,Novus Infra LLP,PAN019698,4763217.0,4686529.0,8.0,731,Self-funded,0,0,none,1,1.610004331106477,-1.610004331106477,0,0,0.4443404528033633,0
706375,106375,14520,Anjali Desai,Individual,PAN014520,,14457,Vikram Sharma,PAN014457,4481028.0,4785442.0,6.5,1774,Mixed,0,0,none,1,-6.793396515263908,6.793396515263908,0,0,0.42412961887634937,0
706376,106376,1967,Neha Singh,Individual,PAN001967,,1688,Pinnacle Realty LLP,PAN001688,31831322.0,31248081.0,0.0,32,Bank Loan,0,0,none,1,1.832286450433947,-1.832286450433947,1,0,0.5082226791475198,0
706377,106377,30426,Rohan Iyer,Individual,PAN030426,,9425,Sneha Rao,PAN009425,12763221.0,13497534.0,1.6,1284,Bank Loan,0,0,none,2,-5.753351759716454,5.753351759716454,0,0,0.4200556689447154,0
706378,106378,7483,Novus Consultancy Pvt Ltd,LLP,PAN007483,536.0,3924,Cascade Trading LLP,PAN003924,5011663.0,4980671.0,3.6,3501,Self-funded,0,0,none,1,0.6183975259310133,-0.6183975259310133,0,0,0.4392553871530911,0
706379,106379,22419,Karan Joshi,Individual,PAN022419,,11203,Rohan Iyer,PAN011203,12681503.0,13242016.0,1.0,2140,Mixed,0,0,none,1,-4.41992561922668,4.41992561922668,0,0,0.4006519221163579,0
706380,106380,16059,Zenith Trading LLP,LLP,PAN016059,226.0,11238,Kavya Pillai,PAN011238,22043480.0,21188513.0,1.6,2613,NBFC Loan,0,1,shell_entity_buyer,2,3.8785482147102,-3.8785482147102,0,1,0.5734250327540393,0
706381,106381,519,Meera Nair,Individual,PAN000519,,9150,Amit Menon,PAN009150,7308671.0,7352915.0,3.8,1324,Self-funded,0,0,none,1,-0.6053631364717333,0.6053631364717333,0,0,0.4014374403999723,0
706382,106382,22873,Sneha Desai,Individual,PAN022873,,25417,Anjali Reddy,PAN025417,28062158.0,29373815.0,6.4,3235,NBFC Loan,0,0,none,1,-4.674113088522986,4.674113088522986,0,0,0.43350425773740886,0
706383,106383,6082,Cascade Infra Pvt Ltd,Pvt Ltd Company,PAN006082,1909.0,30030,Rohan Menon,PAN030030,10449431.0,10517776.0,3.5,946,Self-funded,0,0,none,2,-0.6540547518807484,0.6540547518807484,0,0,0.47642074520884253,0
706384,106384,31303,Rahul Desai,Individual,PAN031303,,33290,Suresh Sharma,PAN033290,34064277.0,33607274.0,3.9,1644,Self-funded,0,0,none,1,1.3415901943258624,-1.3415901943258624,0,0,0.4040083851766606,0
706385,106385,293,Cascade Realty Pvt Ltd,LLP,PAN000293,182.0,16401,Ajay Pillai,PAN016401,2872165.0,2919221.0,6.1,3786,Bank Loan,0,1,shell_entity_buyer,2,-1.6383459863900576,1.6383459863900576,0,1,0.6001049289904758,0
706386,106386,32692,Priya Gupta,Individual,PAN032692,,24470,Priya Kulkarni,PAN024470,9627200.0,9642072.0,4.4,1008,Bank Loan,0,0,none,1,-0.1544789762340036,0.1544789762340036,0,0,0.3770559755119886,0
706387,106387,19879,Zenith Enterprises LLP,Trust,PAN019879,2657.0,23722,Neha Nair,PAN023722,56718273.0,53308642.0,3.7,3431,Mixed,0,0,none,1,6.011521190005204,-6.011521190005204,0,0,0.5071430803348369,0
706388,106388,15034,Horizon Consultancy Pvt Ltd,LLP,PAN015034,1312.0,9384,Horizon Realty LLP,PAN009384,3312115.0,3179861.0,1.6,1859,Mixed,0,0,none,1,3.993037681360702,-3.993037681360702,0,0,0.42275472710472,0
706389,106389,13399,Rahul Nair,Individual,PAN013399,,19033,Rohan Verma,PAN019033,5506999.0,5323075.0,3.3,666,Self-funded,0,0,none,2,3.3398226511390323,-3.3398226511390323,0,0,0.45000667169113534,0
706390,106390,8949,Karan Reddy,Individual,PAN008949,,29438,Neha Sharma,PAN029438,6429659.0,6784159.0,0.0,945,Bank Loan,0,0,none,2,-5.513511680790536,5.513511680790536,0,0,0.44425870899600556,0
706391,106391,3157,Neha Verma,Individual,PAN003157,,19050,Kavya Rao,PAN019050,21836905.0,21403421.0,5.1,2454,Self-funded,0,0,none,2,1.9850981629493736,-1.9850981629493736,0,0,0.4436064759994046,0
706392,106392,5611,Kavya Rao,Individual,PAN005611,,12777,Divya Patel,PAN012777,23934542.0,25683476.0,6.0,47,NBFC Loan,0,0,none,1,-7.30715465539303,7.30715465539303,1,0,0.5293835503477747,0
706393,106393,15492,Suresh Patel,Individual,PAN015492,,4751,Sneha Nair,PAN004751,35753893.0,36258674.0,5.5,864,Mixed,0,0,none,1,-1.411821084769706,1.411821084769706,0,0,0.40508831398791734,0
706394,106394,3142,Rohan Gupta,Individual,PAN003142,,28859,Arjun Sharma,PAN028859,4846608.0,5049272.0,3.7,1641,Self-funded,0,0,none,2,-4.181563683301806,4.181563683301806,0,0,0.4405813262858882,0
706395,106395,31091,Arjun Sharma,NRI Individual,PAN031091,2017.0,2262,Cascade Ventures LLP,PAN002262,18991185.0,18578715.0,3.6,1972,NBFC Loan,0,0,none,1,2.171902385238204,-2.171902385238204,0,0,0.42753395520105736,0
706396,106396,26395,Alpine Ventures LLP,Partnership Firm,PAN026395,3516.0,12540,Divya Menon,PAN012540,5181751.0,5234889.0,2.0,2523,Self-funded,0,0,none,2,-1.02548347074184,1.02548347074184,0,0,0.4640842848911906,0
706397,106397,3645,Priya Patel,Individual,PAN003645,,11506,Meera Nair,PAN011506,12475406.0,12062623.0,1.2,1167,Self-funded,0,0,none,2,3.308774079176261,-3.308774079176261,0,0,0.44304697520369657,0
706398,106398,7205,Alpine Trading LLP,Pvt Ltd Company,PAN007205,151.0,4224,Meera Verma,PAN004224,23321320.0,23672214.0,0.0,3875,Self-funded,0,1,shell_entity_buyer,2,-1.5046060857618695,1.5046060857618695,0,1,0.6188326628437696,0
706399,106399,981,Rahul Kulkarni,Individual,PAN000981,,488,Pinnacle Enterprises Pvt Ltd,PAN000488,12479744.0,12859310.0,3.3,3493,Self-funded,0,0,none,1,-3.0414566196229664,3.0414566196229664,0,0,0.42871036547998154,0
706400,106400,19411,Rohan Joshi,Individual,PAN019411,,25110,Crestline Infra LLP,PAN025110,9695170.0,9524565.0,0.5,1346,NBFC Loan,0,0,none,1,1.7596906500865896,-1.7596906500865896,0,0,0.4108809893071386,0
706401,106401,7648,Sunrise Holdings LLP,LLP,PAN007648,1665.0,20738,Rohan Verma,PAN020738,6767432.0,6763722.0,4.0,417,Self-funded,0,0,none,2,0.0548213857191324,-0.0548213857191324,0,0,0.4825248740604341,0
706402,106402,28147,Priya Kulkarni,NRI Individual,PAN028147,1314.0,29037,Novus Realty Pvt Ltd,PAN029037,36370091.0,34366564.0,5.0,520,NBFC Loan,0,0,none,1,5.508721438172921,-5.508721438172921,0,0,0.45207212365809435,0
706403,106403,34033,Rohan Pillai,Individual,PAN034033,,8609,Ajay Reddy,PAN008609,35934563.0,36300866.0,7.3,2633,NBFC Loan,0,1,structuring,5,-1.019361220560829,1.019361220560829,0,0,0.5486474428922171,0
706404,106404,32271,Summit Infra LLP,Pvt Ltd Company,PAN032271,48.0,4616,Divya Nair,PAN004616,9187750.0,9189447.0,6.3,3708,Self-funded,0,1,shell_entity_buyer,2,-0.0184702457075997,0.0184702457075997,0,1,0.6104297785367866,0
706405,106405,8151,Karan Verma,Individual,PAN008151,,29025,Divya Nair,PAN029025,9303976.0,9792499.0,3.6,2101,Bank Loan,0,0,none,1,-5.250690672460892,5.250690672460892,0,0,0.3818572271030694,0
706406,106406,2935,Divya Singh,Individual,PAN002935,,28022,Crestline Realty Pvt Ltd,PAN028022,6559833.0,6704268.0,1.9,2264,Mixed,0,0,none,1,-2.2018091009329046,2.2018091009329046,0,0,0.39331530266717657,0
706407,106407,6209,Sneha Verma,Individual,PAN006209,,28001,Pooja Desai,PAN028001,11499552.0,11840921.0,1.4,3436,Bank Loan,0,0,none,2,-2.9685417310169995,2.9685417310169995,0,0,0.43467133150628207,0
706408,106408,5695,Suresh Iyer,Individual,PAN005695,,26808,Divya Desai,PAN026808,12315476.0,12575829.0,3.8,3508,NBFC Loan,0,0,none,1,-2.114031158844368,2.114031158844368,0,0,0.4191264093106594,0
706409,106409,32187,Vikram Desai,Individual,PAN032187,,22655,Divya Verma,PAN022655,4784535.0,4827354.0,2.1,3825,Bank Loan,0,0,none,1,-0.8949459038339149,0.8949459038339149,0,0,0.4087726575841664,0
706410,106410,13399,Rahul Nair,Individual,PAN013399,,32521,Anjali Singh,PAN032521,11707549.0,11887667.0,1.6,1711,Bank Loan,0,0,none,2,-1.538477438787572,1.538477438787572,0,0,0.4062056789372477,0
706411,106411,345,Neha Nair,Individual,PAN000345,,19847,Vikram Nair,PAN019847,24297705.0,25820571.0,3.8,1628,Self-funded,0,0,none,1,-6.26753020501319,6.26753020501319,0,0,0.4253983176550606,0
706412,106412,19279,Rahul Menon,Individual,PAN019279,,6476,Sneha Patel,PAN006476,11180966.0,11646400.0,4.1,3458,Bank Loan,0,0,none,1,-4.162735133976796,4.162735133976796,0,0,0.40193719409291934,0
706413,106413,16338,Orbis Realty Pvt Ltd,Pvt Ltd Company,PAN016338,504.0,31518,Crestline Holdings Pvt Ltd,PAN031518,8907026.0,8645569.0,3.3,26,NBFC Loan,0,0,none,2,2.935401782817295,-2.935401782817295,1,0,0.5742870098188547,0
706414,106414,10122,Suresh Singh,Individual,PAN010122,,30309,Rahul Singh,PAN030309,16720307.0,16916391.0,2.1,2618,Bank Loan,0,0,none,1,-1.1727296633967308,1.1727296633967308,0,0,0.37716085341138084,0
706415,106415,14588,Alpine Infra Pvt Ltd,Pvt Ltd Company,PAN014588,530.0,5753,Summit Infra LLP,PAN005753,12896085.0,13308082.0,4.0,3910,NBFC Loan,0,1,none,1,-3.194744761685426,3.194744761685426,0,0,0.4750470168468172,0
706416,106416,27437,Arjun Iyer,Individual,PAN027437,,16811,Vikram Verma,PAN016811,25919097.0,26627315.0,5.6,3379,Bank Loan,0,0,none,2,-2.732417722731621,2.732417722731621,0,0,0.4326336974757244,0
706417,106417,27181,Priya Menon,NRI Individual,PAN027181,1585.0,30295,Novus Ventures Pvt Ltd,PAN030295,6814380.0,7103859.0,2.5,3112,Bank Loan,0,0,none,1,-4.248060718656723,4.248060718656723,0,0,0.4210473299705633,0
706418,106418,34019,Vikram Patel,Individual,PAN034019,,8236,Amit Desai,PAN008236,8345699.0,8066111.0,4.5,3976,Mixed,0,1,structuring,5,3.3500848760541206,-3.3500848760541206,0,0,0.5729228335427817,0
706419,106419,243,Alpine Enterprises Pvt Ltd,Pvt Ltd Company,PAN000243,2378.0,14165,Anjali Menon,PAN014165,11836866.0,12248016.0,6.1,1839,NBFC Loan,0,0,none,1,-3.473470089126632,3.473470089126632,0,0,0.4615518801808247,0
706420,106420,8147,Cascade Consultancy LLP,LLP,PAN008147,2615.0,23076,Meera Sharma,PAN023076,3957748.0,3754636.0,2.5,3245,NBFC Loan,0,0,none,1,5.132009415455456,-5.132009415455456,0,0,0.43563340741407625,0
706421,106421,2013,Rohan Gupta,Individual,PAN002013,,27613,Pinnacle Trading Pvt Ltd,PAN027613,4512764.0,4507198.0,5.0,2615,Bank Loan,0,0,none,1,0.1233390445412168,-0.1233390445412168,0,0,0.37731374441927806,0
706422,106422,12274,Pinnacle Holdings Pvt Ltd,Trust,PAN012274,2239.0,18398,Neha Menon,PAN018398,25129068.0,23875308.0,4.0,3843,Mixed,0,0,none,1,4.98928173539902,-4.98928173539902,0,0,0.5192504432394217,0
706423,106423,11560,Rahul Desai,Individual,PAN011560,,9128,Pinnacle Realty LLP,PAN009128,8145635.0,7899525.0,5.5,424,Bank Loan,0,0,none,1,3.021372796595968,-3.021372796595968,0,0,0.40936345945900987,0
706424,106424,1722,Crestline Infra Pvt Ltd,LLP,PAN001722,1770.0,8226,Meera Gupta,PAN008226,3394120.0,3271989.0,1.4,3963,Bank Loan,0,0,none,1,3.5983111970113018,-3.5983111970113018,0,0,0.444841507427917,0
706425,106425,33133,Suresh Sharma,Individual,PAN033133,,13897,Sunrise Infra LLP,PAN013897,12220919.0,12340726.0,1.0,2851,Self-funded,0,0,none,1,-0.9803436222758696,0.9803436222758696,0,0,0.4158863520087854,0
706426,106426,16761,Sneha Joshi,Individual,PAN016761,,2006,Vikram Nair,PAN002006,20392210.0,20008417.0,0.0,2361,NBFC Loan,0,0,none,1,1.8820569227170567,-1.8820569227170567,0,0,0.41396224446427693,0
706427,106427,13520,Sneha Patel,Individual,PAN013520,,5377,Horizon Holdings LLP,PAN005377,35531441.0,36321825.0,3.5,3662,Bank Loan,0,0,none,2,-2.22446367992787,2.22446367992787,0,0,0.43682333291618786,0
706428,106428,13946,Pooja Verma,Individual,PAN013946,,7834,Orbis Realty Pvt Ltd,PAN007834,22782172.0,23956685.0,4.2,3606,Mixed,0,0,none,1,-5.155403971140241,5.155403971140241,0,0,0.42391272919609724,0
706429,106429,34003,Novus Trading Pvt Ltd,LLP,PAN034003,134.0,34004,Alpine Consultancy Pvt Ltd,PAN034004,9329176.0,5379963.0,42.8,69,Bank Loan,1,1,circular_ring,16,42.33185224504286,-42.33185224504286,1,1,0.671218522874067,1
706430,106430,22418,Alpine Trading LLP,Pvt Ltd Company,PAN022418,1065.0,23237,Alpine Enterprises Pvt Ltd,PAN023237,31727194.0,31741544.0,3.9,3678,Bank Loan,0,0,none,1,-0.0452293385919977,0.0452293385919977,0,0,0.44368098002026146,0
706431,106431,7451,Vikram Verma,Individual,PAN007451,,4627,Crestline Holdings LLP,PAN004627,6858894.0,7116132.0,5.3,3363,Mixed,0,0,none,2,-3.750429734006678,3.750429734006678,0,0,0.438257658717912,0
706432,106432,30211,Sunrise Realty Pvt Ltd,Partnership Firm,PAN030211,403.0,30725,Meridian Ventures LLP,PAN030725,4660385.0,4643596.0,0.4,2427,Self-funded,0,0,none,3,0.3602492068788308,-0.3602492068788308,0,0,0.5183774326195258,0
706433,106433,14815,Arjun Gupta,Individual,PAN014815,,28053,Rahul Kulkarni,PAN028053,4224271.0,4500520.0,3.3,414,Self-funded,0,0,none,2,-6.539566235215497,6.539566235215497,0,0,0.48203302234151285,0
706434,106434,7784,Pooja Pillai,Individual,PAN007784,,22900,Horizon Consultancy LLP,PAN022900,13454168.0,13701557.0,7.3,3731,Self-funded,0,0,none,1,-1.8387536115202368,1.8387536115202368,0,0,0.46007207043792847,0
706435,106435,28522,Pooja Patel,Individual,PAN028522,,24525,Rohan Nair,PAN024525,10872586.0,10325556.0,3.7,730,Self-funded,0,0,none,1,5.031277747538626,-5.031277747538626,0,0,0.4243594977463887,0
706436,106436,15705,Kavya Patel,Individual,PAN015705,,19004,Summit Enterprises LLP,PAN019004,4719638.0,3313282.0,3.4,65,Bank Loan,0,1,undervaluation,3,29.797963318373142,-29.797963318373142,1,0,0.5818989405899332,0
706437,106437,34017,Anjali Rao,Individual,PAN034017,,703,Sneha Pillai,PAN000703,8044625.0,7863162.0,4.4,3030,NBFC Loan,0,1,structuring,5,2.2557048961262955,-2.2557048961262955,0,0,0.5419784374633753,0
706438,106438,3963,Horizon Realty LLP,Trust,PAN003963,2161.0,23127,Amit Menon,PAN023127,45237464.0,43749125.0,2.5,580,Self-funded,0,0,none,3,3.2900584347522224,-3.2900584347522224,0,0,0.5549957615629652,0
706439,106439,26524,Vikram Singh,Individual,PAN026524,,6717,Amit Desai,PAN006717,15685011.0,15923218.0,2.4,2581,Mixed,0,0,none,2,-1.5186919537385086,1.5186919537385086,0,0,0.42155275985267443,0
706440,106440,8601,Alpine Consultancy LLP,Partnership Firm,PAN008601,2449.0,20768,Vertex Ventures LLP,PAN020768,3935459.0,4073026.0,0.7,859,Bank Loan,0,0,none,1,-3.4955770089333926,3.4955770089333926,0,0,0.43874070282690536,0
706441,106441,34014,Pinnacle Trading Pvt Ltd,LLP,PAN034014,44.0,34011,Pinnacle Consultancy LLP,PAN034011,11268013.0,7765686.0,30.1,42,Bank Loan,1,1,circular_ring,31,31.082028393115984,-31.082028393115984,1,1,0.6793344838619295,1
706442,106442,7007,Pinnacle Infra Pvt Ltd,Trust,PAN007007,969.0,13720,Arjun Pillai,PAN013720,6985719.0,6880246.0,2.1,1284,NBFC Loan,0,0,none,1,1.509837426899078,-1.509837426899078,0,0,0.48285866319980997,0
706443,106443,24283,Amit Nair,NRI Individual,PAN024283,3165.0,27014,Karan Joshi,PAN027014,13203686.0,14164531.0,3.7,2857,Self-funded,0,0,none,1,-7.277096713750994,7.277096713750994,0,0,0.4535160511080625,0
706444,106444,7948,Rohan Verma,Individual,PAN007948,,27991,Rohan Kulkarni,PAN027991,14020183.0,13779521.0,1.6,3875,NBFC Loan,0,0,none,1,1.716539648590892,-1.716539648590892,0,0,0.43244821540283557,0
706445,106445,3016,Zenith Ventures Pvt Ltd,Trust,PAN003016,2804.0,17638,Karan Rao,PAN017638,28441663.0,26515035.0,2.4,3281,Bank Loan,0,0,none,1,6.773963955623833,-6.773963955623833,0,0,0.4963755585005835,0
706446,106446,582,Pinnacle Ventures LLP,Pvt Ltd Company,PAN000582,3398.0,11516,Meridian Trading Pvt Ltd,PAN011516,10677248.0,15449143.0,3.8,25,Bank Loan,0,1,rapid_flip,1,-44.69218098146639,44.69218098146639,1,0,0.6040596878557154,0
706447,106447,8745,Summit Enterprises Pvt Ltd,Trust,PAN008745,1649.0,20009,Karan Pillai,PAN020009,7690468.0,7906139.0,1.1,2505,Self-funded,0,0,none,2,-2.8043936987970044,2.8043936987970044,0,0,0.5283798897688547,0
706448,106448,15695,Pinnacle Holdings LLP,LLP,PAN015695,192.0,32262,Kavya Reddy,PAN032262,3368385.0,3175272.0,1.0,1108,Mixed,0,0,none,3,5.733103549623929,-5.733103549623929,0,1,0.5961192724881665,0
706449,106449,26991,Horizon Infra Pvt Ltd,LLP,PAN026991,3827.0,32443,Alpine Consultancy LLP,PAN032443,13322704.0,14288269.0,5.5,912,Bank Loan,0,0,none,1,-7.247515219132692,7.247515219132692,0,0,0.433344431567808,0
706450,106450,34005,Alpine Infra LLP,Pvt Ltd Company,PAN034005,140.0,34002,Horizon Trading Pvt Ltd,PAN034002,10243461.0,5703937.0,40.5,95,Self-funded,1,1,circular_ring,27,44.3163106688257,-44.3163106688257,1,1,0.708558430029921,1
706451,106451,21162,Karan Nair,Individual,PAN021162,,9734,Priya Sharma,PAN009734,14503109.0,13922934.0,2.4,72,Mixed,0,0,none,1,4.000349166513193,-4.000349166513193,1,0,0.5017167307957372,0
